train_loss,train_acc,val_loss,val_acc
0.6963698267936707,0.5588235294117647,0.7219803929328918,0.5454545454545454
0.38614338849272045,0.8235294117647058,0.7265485227108002,0.5454545454545454
0.23768508860043117,0.9411764705882353,0.6405065059661865,0.6363636363636364
0.12500678535018647,0.9607843137254902,0.6088462620973587,0.5454545454545454
0.10818032873794436,0.9803921568627451,1.3498935103416443,0.36363636363636365
0.1854312177747488,0.9411764705882353,1.2333844900131226,0.45454545454545453
0.1392352128667491,0.9313725490196079,0.8665764629840851,0.6363636363636364
0.1378619032246726,0.9509803921568627,0.23171772062778473,0.8181818181818182
0.0731368528213352,0.9509803921568627,0.3616203395649791,0.8181818181818182
0.11937074642628431,0.9411764705882353,0.35002312576398253,0.8181818181818182
0.03675757348537445,0.9901960784313726,0.4594454555772245,0.7272727272727273
0.049960089049168994,0.9803921568627451,0.30155952530913055,0.7272727272727273
0.21766841730901174,0.9411764705882353,0.517035796539858,0.7272727272727273
