mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__class_weight,param_model__gamma,param_model__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,scenario
0.03893017768859863,0.010398911571493467,0.019572973251342773,0.0029356299973471445,0.5,,scale,rbf,"{'model__C': 0.5, 'model__class_weight': None, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.8571428571428571,0.96,0.9166666666666666,0.8695652173913043,0.8695652173913043,0.8945879917184264,0.03852431774433742,9,cross_uams_to_ipvs
0.045488500595092775,0.0076010068991863074,0.017883872985839842,0.003352573848063564,0.5,,auto,rbf,"{'model__C': 0.5, 'model__class_weight': None, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.8571428571428571,0.96,0.9166666666666666,0.8695652173913043,0.8695652173913043,0.8945879917184264,0.03852431774433742,9,cross_uams_to_ipvs
0.05359373092651367,0.009745966377488995,0.020013952255249025,0.0036839000792090104,0.5,balanced,scale,rbf,"{'model__C': 0.5, 'model__class_weight': 'balanced', 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.8888888888888888,0.96,0.8181818181818182,0.8571428571428571,0.9090909090909091,0.8866608946608947,0.04784849492281755,11,cross_uams_to_ipvs
0.05169577598571777,0.011282543435498336,0.02053036689758301,0.002839545853626047,0.5,balanced,auto,rbf,"{'model__C': 0.5, 'model__class_weight': 'balanced', 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.8888888888888888,0.96,0.8181818181818182,0.8571428571428571,0.9090909090909091,0.8866608946608947,0.04784849492281755,11,cross_uams_to_ipvs
0.05391335487365723,0.0023029024401130093,0.02172999382019043,0.003569832754166099,1.0,,scale,rbf,"{'model__C': 1.0, 'model__class_weight': None, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.9285714285714286,1.0,1.0,0.9090909090909091,0.88,0.9435324675324676,0.04862837137183338,5,cross_uams_to_ipvs
0.05309739112854004,0.006496656254848264,0.021844911575317382,0.0012799002924230127,1.0,,auto,rbf,"{'model__C': 1.0, 'model__class_weight': None, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.9285714285714286,1.0,1.0,0.9090909090909091,0.88,0.9435324675324676,0.04862837137183338,5,cross_uams_to_ipvs
0.05975108146667481,0.003837237630281874,0.02060227394104004,0.003682632032567185,1.0,balanced,scale,rbf,"{'model__C': 1.0, 'model__class_weight': 'balanced', 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.9285714285714286,0.96,0.9565217391304348,0.9090909090909091,0.9565217391304348,0.9421411631846415,0.020044934395484396,7,cross_uams_to_ipvs
0.05404186248779297,0.0061050056691340825,0.016225671768188475,0.0026121698729026127,1.0,balanced,auto,rbf,"{'model__C': 1.0, 'model__class_weight': 'balanced', 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.9285714285714286,0.96,0.9565217391304348,0.9090909090909091,0.9565217391304348,0.9421411631846415,0.020044934395484396,7,cross_uams_to_ipvs
0.04775347709655762,0.007022498631287399,0.01797642707824707,0.0012211117265488163,5.0,,scale,rbf,"{'model__C': 5.0, 'model__class_weight': None, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.9285714285714286,1.0,1.0,0.9090909090909091,1.0,0.9675324675324676,0.040238788012544595,1,cross_uams_to_ipvs
0.046819448471069336,0.005309161131872849,0.014390039443969726,0.002957084164429613,5.0,,auto,rbf,"{'model__C': 5.0, 'model__class_weight': None, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.9285714285714286,1.0,1.0,0.9090909090909091,1.0,0.9675324675324676,0.040238788012544595,1,cross_uams_to_ipvs
0.047077369689941403,0.004235057468585321,0.00983114242553711,0.0006082447279548514,5.0,balanced,scale,rbf,"{'model__C': 5.0, 'model__class_weight': 'balanced', 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.9285714285714286,1.0,1.0,0.9090909090909091,1.0,0.9675324675324676,0.040238788012544595,1,cross_uams_to_ipvs
0.03127598762512207,0.0017575553870124764,0.010823917388916016,0.0005052549382674264,5.0,balanced,auto,rbf,"{'model__C': 5.0, 'model__class_weight': 'balanced', 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.9285714285714286,1.0,1.0,0.9090909090909091,1.0,0.9675324675324676,0.040238788012544595,1,cross_uams_to_ipvs
