mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__class_weight,param_model__max_depth,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,scenario
5.545804023742676,0.7095187793109532,1.3590508937835692,0.6199653949759036,,,1,300,"{'model__class_weight': None, 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",0.967741935483871,0.989010989010989,0.989010989010989,0.9354838709677419,0.967032967032967,0.9696561503013117,0.019634202538597822,2,combined_all
5.985075330734253,0.805840672087676,0.9861163139343262,0.6918889294405157,,,2,300,"{'model__class_weight': None, 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",0.9621621621621622,0.9777777777777777,0.9782608695652174,0.9354838709677419,0.989010989010989,0.9685391338967776,0.018613316269789154,5,combined_all
4.853901958465576,0.5509460633415032,1.8731256961822509,0.4134331589511672,,,4,300,"{'model__class_weight': None, 'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",0.945054945054945,0.9662921348314607,0.989010989010989,0.925531914893617,0.989010989010989,0.9629801945604001,0.02485904940922367,13,combined_all
4.32778902053833,1.4334123684254414,2.48018593788147,1.4038752118174032,,10,1,300,"{'model__class_weight': None, 'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",0.9621621621621622,1.0,0.989010989010989,0.93048128342246,0.967032967032967,0.9697374803257157,0.024054259775826217,1,combined_all
3.404846429824829,1.5960913869787199,2.8218080043792724,1.5565917860144463,,10,2,300,"{'model__class_weight': None, 'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",0.9621621621621622,0.9777777777777777,0.9782608695652174,0.9411764705882353,0.9777777777777777,0.9674310115742341,0.014480736599766139,9,combined_all
5.781713676452637,1.5763800953925655,1.468184518814087,1.4724877797843974,,10,4,300,"{'model__class_weight': None, 'model__max_depth': 10, 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",0.945054945054945,0.9662921348314607,0.9782608695652174,0.925531914893617,0.9777777777777777,0.9585835284246036,0.02044735337555087,15,combined_all
6.888433599472046,0.13904967562944737,0.5670226097106934,0.30738179775898317,,20,1,300,"{'model__class_weight': None, 'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",0.967741935483871,0.989010989010989,0.989010989010989,0.9354838709677419,0.967032967032967,0.9696561503013117,0.019634202538597822,2,combined_all
5.419871759414673,1.3518946970408023,1.3087639808654785,0.5595356629447761,,20,2,300,"{'model__class_weight': None, 'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",0.9621621621621622,0.9777777777777777,0.9782608695652174,0.9354838709677419,0.989010989010989,0.9685391338967776,0.018613316269789154,5,combined_all
5.687442827224731,1.2202623909046324,2.387839365005493,0.6456070565136593,,20,4,300,"{'model__class_weight': None, 'model__max_depth': 20, 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",0.945054945054945,0.9662921348314607,0.989010989010989,0.925531914893617,0.989010989010989,0.9629801945604001,0.02485904940922367,13,combined_all
8.014710664749146,0.19888832932506978,1.1602705001831055,0.04480370988309911,balanced,,1,300,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",0.9621621621621622,0.989010989010989,0.9782608695652174,0.9411764705882353,0.967032967032967,0.9675286916719141,0.01612546854660489,7,combined_all
8.294300174713134,0.12666634875161908,1.3435924530029297,0.2995632409278344,balanced,,2,300,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",0.9621621621621622,0.9777777777777777,0.9726775956284153,0.9354838709677419,0.989010989010989,0.9674224791094173,0.018158512297666508,10,combined_all
