scenario,feature,importance_mean,importance_std
cross_ipvs_to_uams,mfcc_delta2_05_std,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_05_min,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_05_max,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_05_median,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_06_mean,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_06_std,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_06_min,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_06_max,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_06_median,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_07_mean,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_07_std,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_07_min,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_07_max,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_07_median,0.0,0.0
cross_ipvs_to_uams,chroma_08_median,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_08_std,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_08_min,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_08_max,0.0,0.0
cross_ipvs_to_uams,chroma_09_mean,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_09_mean,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_09_std,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_09_min,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_09_max,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_09_median,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_10_mean,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_10_std,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_10_min,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_10_max,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_10_median,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_11_mean,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_11_std,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_11_min,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_11_max,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_11_median,0.0,0.0
cross_ipvs_to_uams,chroma_09_std,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_12_std,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_12_min,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_12_max,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_12_median,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_13_mean,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_13_std,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_13_min,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_13_max,0.0,0.0
cross_ipvs_to_uams,mfcc_delta2_13_median,0.0,0.0
cross_ipvs_to_uams,chroma_01_mean,0.0,0.0
cross_ipvs_to_uams,chroma_01_std,0.0,0.0
cross_ipvs_to_uams,chroma_01_min,0.0,0.0
cross_ipvs_to_uams,chroma_01_max,0.0,0.0
cross_ipvs_to_uams,chroma_01_median,0.0,0.0
cross_ipvs_to_uams,chroma_02_mean,0.0,0.0
cross_ipvs_to_uams,chroma_02_std,0.0,0.0
cross_ipvs_to_uams,chroma_02_min,0.0,0.0
cross_ipvs_to_uams,chroma_02_max,0.0,0.0
cross_ipvs_to_uams,chroma_02_median,0.0,0.0
cross_ipvs_to_uams,chroma_03_mean,0.0,0.0
cross_ipvs_to_uams,chroma_03_std,0.0,0.0
cross_ipvs_to_uams,chroma_03_min,0.0,0.0
cross_ipvs_to_uams,chroma_03_max,0.0,0.0
cross_ipvs_to_uams,chroma_03_median,0.0,0.0
cross_ipvs_to_uams,chroma_04_mean,0.0,0.0
cross_ipvs_to_uams,chroma_04_std,0.0,0.0
cross_ipvs_to_uams,chroma_04_min,0.0,0.0
cross_ipvs_to_uams,chroma_04_max,0.0,0.0
cross_ipvs_to_uams,chroma_04_median,0.0,0.0
cross_ipvs_to_uams,chroma_05_mean,0.0,0.0
cross_ipvs_to_uams,chroma_05_std,0.0,0.0
cross_ipvs_to_uams,chroma_05_min,0.0,0.0
cross_ipvs_to_uams,chroma_09_min,0.0,0.0
cross_ipvs_to_uams,chroma_05_median,0.0,0.0
cross_ipvs_to_uams,chroma_06_mean,0.0,0.0
cross_ipvs_to_uams,chroma_06_std,0.0,0.0
cross_ipvs_to_uams,chroma_06_min,0.0,0.0
cross_ipvs_to_uams,chroma_09_max,0.0,0.0
cross_ipvs_to_uams,chroma_06_median,0.0,0.0
cross_ipvs_to_uams,chroma_10_mean,0.0,0.0
cross_ipvs_to_uams,chroma_07_std,0.0,0.0
cross_ipvs_to_uams,chroma_07_min,0.0,0.0
cross_ipvs_to_uams,chroma_07_max,0.0,0.0
cross_ipvs_to_uams,chroma_07_median,0.0,0.0
cross_ipvs_to_uams,chroma_08_mean,0.0,0.0
cross_ipvs_to_uams,chroma_08_std,0.0,0.0
cross_ipvs_to_uams,chroma_08_min,0.0,0.0
cross_ipvs_to_uams,shimmer_rel,0.0,0.0
cross_ipvs_to_uams,chroma_12_mean,0.0,0.0
cross_ipvs_to_uams,chroma_12_std,0.0,0.0
cross_ipvs_to_uams,chroma_12_min,0.0,0.0
cross_ipvs_to_uams,chroma_10_std,0.0,0.0
cross_ipvs_to_uams,chroma_12_median,0.0,0.0
cross_ipvs_to_uams,chroma_10_min,0.0,0.0
cross_ipvs_to_uams,pitch_hz_std,0.0,0.0
cross_ipvs_to_uams,pitch_hz_min,0.0,0.0
cross_ipvs_to_uams,chroma_10_max,0.0,0.0
cross_ipvs_to_uams,chroma_10_median,0.0,0.0
cross_ipvs_to_uams,pitch_range_hz,0.0,0.0
cross_ipvs_to_uams,jitter_abs,0.0,0.0
cross_ipvs_to_uams,jitter_rel,0.0,0.0
cross_ipvs_to_uams,shimmer_abs,0.0,0.0
cross_ipvs_to_uams,chroma_11_mean,0.0,0.0
cross_ipvs_to_uams,chroma_08_max,0.0,0.0
cross_ipvs_to_uams,chroma_11_std,0.0,0.0
cross_ipvs_to_uams,chroma_11_min,0.0,0.0
cross_ipvs_to_uams,voiced_fraction,0.0,0.0
cross_ipvs_to_uams,duration_sec,0.0,0.0
cross_ipvs_to_uams,hnr_db,0.0,0.0
cross_ipvs_to_uams,zcr_mean,0.0,0.0
cross_ipvs_to_uams,zcr_std,0.0,0.0
cross_ipvs_to_uams,spectral_centroid_mean,0.0,0.0
cross_ipvs_to_uams,zcr_max,0.0,0.0
cross_ipvs_to_uams,zcr_median,0.0,0.0
cross_ipvs_to_uams,spectral_centroid_std,0.0,0.0
cross_ipvs_to_uams,spectral_centroid_min,0.0,0.0
cross_ipvs_to_uams,spectral_centroid_max,0.0,0.0
cross_ipvs_to_uams,rms_max,0.0,0.0
cross_ipvs_to_uams,chroma_11_max,0.0,0.0
