mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__class_weight,param_model__max_depth,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,scenario
5.987368965148926,1.0014559293662415,1.4331031799316407,0.8111442584012714,,,1,300,"{'model__class_weight': None, 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",0.9722222222222222,0.9859154929577465,0.958904109589041,0.9645390070921985,1.0,0.9763161663722417,0.014911154395518168,4,cross_ipvs_to_uams
5.952680873870849,0.7950577749971198,1.4429672718048097,0.6370692755399561,,,2,300,"{'model__class_weight': None, 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",0.9861111111111112,0.9859154929577465,0.9722222222222222,0.9577464788732394,1.0,0.980399061032864,0.01433356562133385,1,cross_ipvs_to_uams
6.3456967830657955,0.7243886936183593,1.1153494358062743,0.5932785405947993,,,4,300,"{'model__class_weight': None, 'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",0.9722222222222222,0.9859154929577465,0.9655172413793104,0.951048951048951,0.9929078014184397,0.973522341805334,0.014833822674874394,13,cross_ipvs_to_uams
6.2131305694580075,0.9476593514362823,1.0058114528656006,0.42442468250317056,,10,1,300,"{'model__class_weight': None, 'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",0.9722222222222222,0.9859154929577465,0.958904109589041,0.9577464788732394,1.0,0.9749576607284499,0.016177866065813055,10,cross_ipvs_to_uams
5.272246980667115,0.4689943563596095,1.2532900810241698,0.3111565276732358,,10,2,300,"{'model__class_weight': None, 'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",0.9861111111111112,0.9859154929577465,0.9655172413793104,0.9577464788732394,1.0,0.9790580648642816,0.015315822059232275,3,cross_ipvs_to_uams
5.0359704971313475,0.6254615546128461,1.341205644607544,0.43678321056863784,,10,4,300,"{'model__class_weight': None, 'model__max_depth': 10, 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",0.9722222222222222,0.9859154929577465,0.9655172413793104,0.951048951048951,0.9929078014184397,0.973522341805334,0.014833822674874394,13,cross_ipvs_to_uams
5.959184646606445,0.4273238872877323,0.49468021392822265,0.3751014766289483,,20,1,300,"{'model__class_weight': None, 'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",0.9722222222222222,0.9859154929577465,0.958904109589041,0.9645390070921985,1.0,0.9763161663722417,0.014911154395518168,4,cross_ipvs_to_uams
4.915663957595825,1.71595437556384,1.6651687622070312,0.9334753852693113,,20,2,300,"{'model__class_weight': None, 'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",0.9861111111111112,0.9859154929577465,0.9722222222222222,0.9577464788732394,1.0,0.980399061032864,0.01433356562133385,1,cross_ipvs_to_uams
5.963606691360473,1.2489167578587284,1.1281517028808594,0.5511323544423641,,20,4,300,"{'model__class_weight': None, 'model__max_depth': 20, 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",0.9722222222222222,0.9859154929577465,0.9655172413793104,0.951048951048951,0.9929078014184397,0.973522341805334,0.014833822674874394,13,cross_ipvs_to_uams
6.066069602966309,1.2348228268464012,1.1586080074310303,0.8481518225702446,balanced,,1,300,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",0.9793103448275862,0.9859154929577465,0.9523809523809523,0.965034965034965,0.9929078014184397,0.9751099113239379,0.01462381103021405,7,cross_ipvs_to_uams
5.053686475753784,0.7004870794317182,2.121548652648926,1.0410722243606707,balanced,,2,300,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",0.9722222222222222,0.9859154929577465,0.9655172413793104,0.9577464788732394,0.9929078014184397,0.9748618473701918,0.012923348320925378,11,cross_ipvs_to_uams
6.047443866729736,0.3082567997662376,3.3642247200012205,0.3538631769526601,balanced,,4,300,"{'model__class_weight': 'balanced', 'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",0.9790209790209791,0.9859154929577465,0.958904109589041,0.9577464788732394,0.9857142857142858,0.9734602692310584,0.012609678840907586,16,cross_ipvs_to_uams
7.6586329460144045,0.8330341250802928,1.6524618148803711,0.8141217380125852,balanced,10,1,300,"{'model__class_weight': 'balanced', 'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",0.9793103448275862,0.9859154929577465,0.9523809523809523,0.965034965034965,0.9929078014184397,0.9751099113239379,0.01462381103021405,7,cross_ipvs_to_uams
8.494899463653564,0.33633365331440396,0.7813332080841064,0.2906725297015783,balanced,10,2,300,"{'model__class_weight': 'balanced', 'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",0.9790209790209791,0.9859154929577465,0.9655172413793104,0.9577464788732394,0.9929078014184397,0.9762215987299431,0.012931750039997561,6,cross_ipvs_to_uams
7.053102684020996,1.43247122098317,1.7382314682006836,1.0794661751406969,balanced,10,4,300,"{'model__class_weight': 'balanced', 'model__max_depth': 10, 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",0.9790209790209791,0.9859154929577465,0.958904109589041,0.9577464788732394,0.9857142857142858,0.9734602692310584,0.012609678840907586,16,cross_ipvs_to_uams
6.070448923110962,0.11160301889949754,1.8846943855285645,0.20243471637263066,balanced,20,1,300,"{'model__class_weight': 'balanced', 'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",0.9793103448275862,0.9859154929577465,0.9523809523809523,0.965034965034965,0.9929078014184397,0.9751099113239379,0.01462381103021405,7,cross_ipvs_to_uams
7.026937532424927,0.33112183074229273,0.8102900981903076,0.2564208282341145,balanced,20,2,300,"{'model__class_weight': 'balanced', 'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",0.9722222222222222,0.9859154929577465,0.9655172413793104,0.9577464788732394,0.9929078014184397,0.9748618473701918,0.012923348320925378,11,cross_ipvs_to_uams
7.248082971572876,0.3089496934571594,0.47943673133850095,0.31461658415779803,balanced,20,4,300,"{'model__class_weight': 'balanced', 'model__max_depth': 20, 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",0.9790209790209791,0.9859154929577465,0.958904109589041,0.9577464788732394,0.9857142857142858,0.9734602692310584,0.012609678840907586,16,cross_ipvs_to_uams
