train_loss,train_acc,val_loss,val_acc
0.9023492421422686,0.5267857142857143,0.7747978568077087,0.3333333333333333
0.7037115097045898,0.6071428571428571,0.6662454307079315,0.5833333333333334
0.6099180579185486,0.6339285714285714,0.5457753390073776,0.6666666666666666
0.5231050082615444,0.7053571428571429,0.5633991062641144,0.5833333333333334
0.4098103216716221,0.8035714285714286,0.5152588859200478,0.6666666666666666
0.3579775584595544,0.8571428571428571,0.8512561023235321,0.6666666666666666
0.4477569418294089,0.7857142857142857,1.293123309907969,0.6666666666666666
0.43989025694983347,0.75,0.6411756481975317,0.6666666666666666
0.34415172253336224,0.8571428571428571,0.4080755263566971,0.75
0.37942034218992504,0.8303571428571429,0.42359404638409615,0.8333333333333334
0.2651163786649704,0.8928571428571429,1.4162323474884033,0.5833333333333334
0.23029189556837082,0.8928571428571429,0.5615652203559875,0.6666666666666666
0.18482297020299093,0.9107142857142857,1.1189233660697937,0.5833333333333334
0.20909753228936875,0.9107142857142857,2.507373094558716,0.5833333333333334
