scenario,model,cv_best_score,cv_n_splits,val_patient_f1,val_patient_roc_auc,best_params
cross_mdvr_kcl_to_uams,random_forest,1.0,5,0.5333333333333333,0.625,"{""model__class_weight"": null, ""model__max_depth"": null, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}"
cross_mdvr_kcl_to_uams,svm,1.0,5,0.5,0.5,"{""model__C"": 1.0, ""model__class_weight"": ""balanced"", ""model__gamma"": ""scale"", ""model__kernel"": ""rbf""}"
cross_mdvr_kcl_to_uams,logreg,1.0,5,0.25,0.53125,"{""model__C"": 0.1, ""model__class_weight"": null, ""model__solver"": ""liblinear""}"
