scenario,feature,feature_group,healthy_n_patients,parkinson_n_patients,healthy_mean,healthy_std,healthy_median,healthy_q1,healthy_q3,parkinson_mean,parkinson_std,parkinson_median,parkinson_q1,parkinson_q3,mean_difference_pd_minus_healthy,median_difference_pd_minus_healthy,cohens_d,abs_cohens_d,p_value_mannwhitney,q_value_bh
combined_all,mfcc_07_mean,MFCC,120,75,5.828264681390476,19.630772655245472,1.3308677545230605,-7.536156546937048,21.85007557549569,13.924313917530696,17.47800191483581,14.874280927081903,-0.5947609276752427,29.431814148414812,8.096049236140221,13.543413172558843,0.42985286970778136,0.42985286970778136,0.0024078562163177084,0.08040533248845935
combined_all,spectral_centroid_median,Spectral Descriptors,120,75,1217.0635396633973,220.77757492441307,1227.4883617126052,1053.5122175641263,1356.0566772211084,1116.0569671008122,212.63148036899895,1140.0681993339635,985.9348772712472,1233.2696793987993,-101.006572562585,-87.42016237864163,-0.4639922019475847,0.4639922019475847,0.0031651820708487608,0.08888886315633604
combined_all,mfcc_delta2_05_std,Delta-Delta MFCC,120,75,1.4457527093861249,0.6954056348020681,1.423938658900894,0.752601109332451,2.0425923498456178,1.1632914805406134,0.6191022751756239,1.058470219862848,0.6026495084587488,1.6992263615297392,-0.2824612288455115,-0.36546843903804604,-0.4233647461452736,0.4233647461452736,0.004133897314482578,0.10716333807543298
combined_all,spectral_flatness_mean,Spectral Descriptors,120,75,0.012692674035169037,0.010847074317469483,0.013223533264755158,5.186073399421799e-05,0.0212980382747757,0.007959798069965565,0.009616900096276935,0.0002249367221915,3.111598695882289e-05,0.0156856504033593,-0.004732875965203472,-0.012998596542563658,-0.4554070410760964,0.4554070410760964,0.006755617845602599,0.15177621426453838
combined_all,mfcc_delta2_07_mean,Delta-Delta MFCC,120,75,-0.01754607511511795,0.05616993476276861,1.4545378321649624e-05,-0.011627919308952515,0.003593570241440475,-0.0389560505246124,0.06098424623826096,-0.0036053680961606,-0.0762417928748567,0.00093152771749885,-0.02140997540949445,-0.0036199134744822497,-0.36873672445054256,0.36873672445054256,0.006494746252233334,0.15177621426453838
combined_all,mfcc_delta_04_std,Delta MFCC,120,75,3.0432534863294856,1.4597111183016518,3.1157436039793778,1.5721274837395585,4.293927534318864,2.467637354589458,1.1672122503670381,2.14520513985674,1.5737065173873637,3.493880191186696,-0.5756161317400275,-0.9705384641226376,-0.4247947762431506,0.4247947762431506,0.008018839218966711,0.15896169510539893
combined_all,rms_std,Energy / ZCR,120,75,0.03255676333433862,0.015182872241194629,0.0296754809430197,0.02067701662447785,0.04360070404861057,0.03947799532368706,0.01852950618055237,0.0364807236578317,0.0266787490546543,0.047733486799741195,0.006921231989348436,0.006805242714811997,0.41829627978680173,0.41829627978680173,0.007595675876664732,0.15896169510539893
combined_all,spectral_contrast_01_min,Spectral Contrast,120,75,8.441143682559481,3.6217121291339973,7.171998929698594,5.474032475263257,10.804991683697597,6.976356204792675,2.903736756494284,6.073099055864743,5.492469121825625,8.278850281005695,-1.464787477766806,-1.098899873833851,-0.43535452856606366,0.43535452856606366,0.008861064156479914,0.16589881226298506
combined_all,mfcc_delta_05_std,Delta MFCC,120,75,2.26858106139624,1.099874790036289,2.427810443566803,1.0809251959199162,3.1621270181730226,1.8324707847617872,0.9385629539807878,1.5462897886999476,1.0171127338621737,2.5559503537381647,-0.4361102766344527,-0.8815206548668553,-0.4189405735607951,0.4189405735607951,0.010948517189845812,0.18647715097373632
combined_all,mfcc_delta_06_std,Delta MFCC,120,75,1.896506143338972,0.8424690059905009,1.9834673488724563,1.0658292142506802,2.5467055058220076,1.5750832406063555,0.7453435032328573,1.3800755502882316,0.9062068645416241,2.1060142689379235,-0.32142290273261653,-0.6033917985842248,-0.3984847690923814,0.3984847690923814,0.011620237894505824,0.18647715097373632
combined_all,mfcc_delta_08_std,Delta MFCC,120,75,1.625712827949907,0.6701081137503495,1.7397088408432497,0.960824712062027,2.174443504789328,1.3923687954208877,0.5454984015094841,1.3070933035902623,0.9640946888307227,1.845619322496008,-0.23334403252901925,-0.4326155372529874,-0.3731876662718201,0.3731876662718201,0.011196258507395826,0.18647715097373632
combined_all,mfcc_delta2_08_std,Delta-Delta MFCC,120,75,1.0602161414227038,0.4341675628961937,1.0688953073247398,0.6297120050167732,1.4400648569848786,0.9153824847492975,0.36676750793513524,0.8295047603465449,0.609096224316419,1.2404947731309879,-0.1448336566734063,-0.23939054697819495,-0.35356498205232434,0.35356498205232434,0.012884117016987343,0.19736124703294247
combined_all,mfcc_delta_06_median,Delta MFCC,120,75,0.042261728983488935,0.08164016935461933,0.0265969792380929,-0.0026046712882816,0.0723071917891502,0.03314795088559393,0.11228217318404543,0.006895628429083455,-0.0232769409194588,0.0336989574134349,-0.009113778097895008,-0.019701350809009442,-0.09637083445267236,0.09637083445267236,0.014165090976369388,0.20754937647984711
combined_all,spectral_bandwidth_min,Spectral Descriptors,120,75,733.342650892878,177.00105355358934,694.2161582054179,603.867070790435,775.7525823319902,659.3471440896238,123.99445084212147,658.6210983870526,591.0748188807268,724.7029636995873,-73.99550680325422,-35.59505981836526,-0.4660168616476116,0.4660168616476116,0.021348065044414603,0.22219055549102137
combined_all,spectral_contrast_01_mean,Spectral Contrast,120,75,21.651149043481198,5.876536081608044,19.897854606712556,17.335342509115822,26.16079773905777,19.249066813486973,4.393378930899426,18.58664975608956,16.523851330890356,22.665793290636596,-2.4020822299942246,-1.311204850622996,-0.44843175493578435,0.44843175493578435,0.016123805330610287,0.22219055549102137
combined_all,spectral_contrast_01_median,Spectral Contrast,120,75,21.201055502356766,6.216080627756521,20.0840486670755,16.363288451259717,25.830165581528437,18.694644972673924,4.707529003933139,18.02513078945117,15.058484225142417,22.15235348173824,-2.5064105296828423,-2.0589178776243315,-0.44086686046158846,0.44086686046158846,0.01659010668440769,0.22219055549102137
combined_all,mfcc_delta2_03_std,Delta-Delta MFCC,120,75,2.387991715492159,1.1769575430289811,2.3695169624184818,1.2948108885635194,3.470140992206976,1.9465759773842373,0.8697073225733334,1.8363062063496884,1.1811364049604487,2.681550571425304,-0.44141573810792156,-0.5332107560687933,-0.41267865441372725,0.41267865441372725,0.01844585889629736,0.22219055549102137
combined_all,mfcc_delta2_04_std,Delta-Delta MFCC,120,75,1.8170794083395465,0.8626433316077547,1.674118570861015,0.9481329413391265,2.649121861232417,1.5194525583137783,0.7187947095934225,1.3647695566468638,0.8882964680446035,2.024764432249973,-0.29762685002576816,-0.30934901421415106,-0.3672082874283316,0.3672082874283316,0.02076642209505187,0.22219055549102137
combined_all,spectral_flatness_std,Spectral Descriptors,120,75,0.02302218683410172,0.019541651233192913,0.024578706907170615,0.000328121597463775,0.040390563452136,0.016039511790301383,0.018340993899087787,0.0013612594768577,0.0001483650869105,0.0336138224208344,-0.006982675043800336,-0.023217447430312916,-0.3657722997888301,0.3657722997888301,0.01910359467407879,0.22219055549102137
combined_all,mfcc_delta2_06_std,Delta-Delta MFCC,120,75,1.208897326692312,0.5341971603157031,1.238542205844062,0.6280815021926248,1.6492234728745507,1.0236089654211364,0.4794759326084969,0.8820015305915995,0.6093853655349035,1.3970084079597695,-0.18528836127117554,-0.3565406752524626,-0.3605497067341368,0.3605497067341368,0.02076642209505187,0.22219055549102137
combined_all,mfcc_05_std,MFCC,120,75,12.984944362208092,5.75436240429315,14.15936187922216,6.615519794855467,17.534751467405265,11.103458084652102,4.681490458283808,10.887905877197207,7.079015454494137,14.850736719941649,-1.8814862775559895,-3.2714560020249532,-0.3504738627242637,0.3504738627242637,0.02224712220788402,0.22219055549102137
