mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__class_weight,param_model__gamma,param_model__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,scenario
0.02290635108947754,0.004563734292904785,0.009128093719482422,0.0010577466742311417,0.5,,scale,rbf,"{'model__C': 0.5, 'model__class_weight': None, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.8571428571428571,0.96,0.9166666666666666,0.8695652173913043,0.8695652173913043,0.8945879917184264,0.03852431774433742,9,single_uams
0.025091266632080077,0.002662947769342342,0.008450555801391601,0.002082948019496003,0.5,,auto,rbf,"{'model__C': 0.5, 'model__class_weight': None, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.8571428571428571,0.96,0.9166666666666666,0.8695652173913043,0.8695652173913043,0.8945879917184264,0.03852431774433742,9,single_uams
0.02388448715209961,0.004092853205906043,0.009586429595947266,0.0019479612814340696,0.5,balanced,scale,rbf,"{'model__C': 0.5, 'model__class_weight': 'balanced', 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.8888888888888888,0.96,0.8181818181818182,0.8571428571428571,0.9090909090909091,0.8866608946608947,0.04784849492281755,11,single_uams
0.024266481399536133,0.005786501860682275,0.00942525863647461,0.0023594889180734904,0.5,balanced,auto,rbf,"{'model__C': 0.5, 'model__class_weight': 'balanced', 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.8888888888888888,0.96,0.8181818181818182,0.8571428571428571,0.9090909090909091,0.8866608946608947,0.04784849492281755,11,single_uams
0.022811365127563477,0.0028296395591283267,0.01361832618713379,0.01255592434958946,1.0,,scale,rbf,"{'model__C': 1.0, 'model__class_weight': None, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.9285714285714286,1.0,1.0,0.9090909090909091,0.88,0.9435324675324676,0.04862837137183338,5,single_uams
0.023057270050048827,0.004189254853172839,0.007554149627685547,0.0013384737881562937,1.0,,auto,rbf,"{'model__C': 1.0, 'model__class_weight': None, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.9285714285714286,1.0,1.0,0.9090909090909091,0.88,0.9435324675324676,0.04862837137183338,5,single_uams
0.022832250595092772,0.002061811437184074,0.007871437072753906,0.0013202663275313866,1.0,balanced,scale,rbf,"{'model__C': 1.0, 'model__class_weight': 'balanced', 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.9285714285714286,0.96,0.9565217391304348,0.9090909090909091,0.9565217391304348,0.9421411631846415,0.020044934395484396,7,single_uams
0.022845125198364256,0.00922338283935301,0.010578012466430664,0.0042346055815345755,1.0,balanced,auto,rbf,"{'model__C': 1.0, 'model__class_weight': 'balanced', 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.9285714285714286,0.96,0.9565217391304348,0.9090909090909091,0.9565217391304348,0.9421411631846415,0.020044934395484396,7,single_uams
0.01811184883117676,0.0010020154497934208,0.00728902816772461,0.0009192077426837006,5.0,,scale,rbf,"{'model__C': 5.0, 'model__class_weight': None, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.9285714285714286,1.0,1.0,0.9090909090909091,1.0,0.9675324675324676,0.040238788012544595,1,single_uams
0.021634292602539063,0.004665369317846178,0.010959959030151368,0.004563428127878363,5.0,,auto,rbf,"{'model__C': 5.0, 'model__class_weight': None, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.9285714285714286,1.0,1.0,0.9090909090909091,1.0,0.9675324675324676,0.040238788012544595,1,single_uams
0.017899274826049805,0.0015428323018497779,0.0057147502899169925,0.0014662694512265087,5.0,balanced,scale,rbf,"{'model__C': 5.0, 'model__class_weight': 'balanced', 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.9285714285714286,1.0,1.0,0.9090909090909091,1.0,0.9675324675324676,0.040238788012544595,1,single_uams
0.014640569686889648,0.0014604670035512466,0.005363845825195312,0.000964307180233856,5.0,balanced,auto,rbf,"{'model__C': 5.0, 'model__class_weight': 'balanced', 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.9285714285714286,1.0,1.0,0.9090909090909091,1.0,0.9675324675324676,0.040238788012544595,1,single_uams
