train_loss,train_acc,val_loss,val_acc
0.1938023111649922,0.6570915619389587,0.7725483357906342,0.4666666666666667
0.07992290371496763,0.9174147217235189,1.2289909426122905,0.76
0.08435208120250276,0.874326750448833,1.087093421467489,0.82
0.06829599817948682,0.9228007181328546,0.6265206104610115,0.8133333333333334
0.08141762664807695,0.9120287253141831,0.6896978511911585,0.8
0.023679717593560263,0.9640933572710951,0.7113888447638601,0.8466666666666667
0.046080431056075864,0.9587073608617595,0.8570838431245648,0.8666666666666667
0.04293390509805509,0.947935368043088,0.6509852592353127,0.8333333333333334
0.02674867136769795,0.9712746858168761,0.5696084754556068,0.8733333333333333
0.02680558167880268,0.9676840215439856,0.6523508058935477,0.88
0.04176503218976515,0.9515260323159784,0.49064370535306806,0.86
0.03281893488684935,0.9605026929982047,0.650244394224137,0.8666666666666667
0.02739521291472816,0.9766606822262118,0.9475112321204506,0.8666666666666667
0.021904328688313917,0.9820466786355476,0.7947579701918585,0.8866666666666667
0.015875726969846127,0.9730700179533214,0.9789777652942575,0.8866666666666667
