mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__class_weight,param_model__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,scenario
0.1831453800201416,0.03631671463826073,0.019084692001342773,0.005407683228304521,0.1,,liblinear,"{'model__C': 0.1, 'model__class_weight': None, 'model__solver': 'liblinear'}",1.0,0.993006993006993,0.993006993006993,0.9929078014184397,0.9859154929577465,0.9929674560780345,0.004454066521285696,2,cross_ipvs_to_mdvr_kcl
0.2210775852203369,0.04126552760684517,0.023511791229248048,0.004401994597011517,0.1,balanced,liblinear,"{'model__C': 0.1, 'model__class_weight': 'balanced', 'model__solver': 'liblinear'}",1.0,0.993006993006993,0.993006993006993,0.9929078014184397,0.9859154929577465,0.9929674560780345,0.004454066521285696,2,cross_ipvs_to_mdvr_kcl
0.21873693466186522,0.0562041519126858,0.022843456268310545,0.002348639757058185,1.0,,liblinear,"{'model__C': 1.0, 'model__class_weight': None, 'model__solver': 'liblinear'}",1.0,0.9859154929577465,0.993006993006993,0.9929078014184397,0.9929078014184397,0.9929476177603238,0.004454067143535271,4,cross_ipvs_to_mdvr_kcl
0.24875240325927733,0.055635233392642584,0.01650834083557129,0.003294877770677199,1.0,balanced,liblinear,"{'model__C': 1.0, 'model__class_weight': 'balanced', 'model__solver': 'liblinear'}",1.0,0.9859154929577465,0.993006993006993,0.9929078014184397,0.9929078014184397,0.9929476177603238,0.004454067143535271,4,cross_ipvs_to_mdvr_kcl
0.18122587203979493,0.0053902237984348135,0.011878347396850586,0.0014685203948717606,5.0,,liblinear,"{'model__C': 5.0, 'model__class_weight': None, 'model__solver': 'liblinear'}",1.0,0.9859154929577465,0.993006993006993,0.9929078014184397,0.9929078014184397,0.9929476177603238,0.004454067143535271,4,cross_ipvs_to_mdvr_kcl
0.16543517112731934,0.013923225085902132,0.011337518692016602,0.0029569120523664457,5.0,balanced,liblinear,"{'model__C': 5.0, 'model__class_weight': 'balanced', 'model__solver': 'liblinear'}",1.0,0.9859154929577465,1.0,0.9929078014184397,0.9929078014184397,0.9943462191589252,0.005275333374666227,1,cross_ipvs_to_mdvr_kcl
