train_loss,train_acc,val_loss,val_acc
0.6787492207118443,0.625,0.8131812214851379,0.3333333333333333
0.6885628955704826,0.6071428571428571,0.7515476942062378,0.4166666666666667
0.481350302696228,0.7946428571428571,1.007998138666153,0.3333333333333333
0.46154969930648804,0.7946428571428571,0.9882633090019226,0.4166666666666667
0.35315702855587006,0.8214285714285714,0.9093558490276337,0.4166666666666667
0.31543839829308645,0.875,0.6441676914691925,0.5
0.2323039546608925,0.9464285714285714,0.800475001335144,0.5833333333333334
0.3429918565920421,0.8660714285714286,0.9740293696522713,0.5833333333333334
0.23638207465410233,0.9285714285714286,0.9358081072568893,0.6666666666666666
0.24502917592014586,0.9375,1.076904833316803,0.6666666666666666
0.2966739098940577,0.8928571428571429,1.0877565145492554,0.5
